Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,Month
346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.81799999999998,2019-04-03,16:28,Cash,8.0,2019-04
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,9.4,2019-03
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-12-03,20:04,Credit card,6.2,2019-12
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.6990000000000001,14.679,2019-04-02,13:38,Ewallet,9.8,2019-04
831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6,2019-02
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.22650000000001,718.7565000000001,2019-02-16,17:30,Ewallet,4.9,2019-02
882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4,13.452000000000002,282.492,2019-01-19,15:28,Credit card,8.0,2019-01
732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-11-01,19:07,Credit card,7.8,2019-11
725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4,13.741999999999999,288.582,2019-04-01,19:01,Cash,4.1,2019-04
256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306000000000001,237.42600000000002,2019-04-03,19:48,Ewallet,5.5,2019-04
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.05499999999999,2019-01-28,19:24,Ewallet,5.4,2019-01
244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.20500000000004,2019-02-01,13:00,Cash,5.1,2019-02
569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2,2.1870000000000003,45.927,2019-01-25,14:29,Ewallet,6.9,2019-01
132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-04-01,13:21,Cash,7.8,2019-04
696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-10-03,18:55,Ewallet,6.6,2019-10
472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36,Ewallet,9.2,2019-03
268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8,2019-01
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-08-01,13:48,Credit card,8.7,2019-08
186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.075500000000001,85.58550000000001,2019-01-22,10:57,Ewallet,9.2,2019-01
848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.16199999999999,2019-12-01,17:13,Ewallet,8.3,2019-12
745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-04-02,10:23,Cash,8.2,2019-04
266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.790000000000001,121.59000000000002,2019-03-28,13:57,Ewallet,7.5,2019-03
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,9.8,2019-01
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.7049999999999,2019-08-02,13:00,Credit card,8.7,2019-08
301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168000000000001,213.52800000000002,2019-03-19,19:42,Credit card,6.7,2019-03
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.8140000000000001,17.094,2019-09-03,15:36,Cash,5.0,2019-09
198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-02-01,13:40,Cash,7.0,2019-02
269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01,Cash,8.9,2019-01
650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,8.0,2019-03
741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.16749999999996,2019-02-27,17:27,Cash,6.9,2019-02
325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-08-03,10:53,Ewallet,7.3,2019-08
286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.06799999999998,2019-01-31,19:48,Credit card,6.9,2019-01
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327000000000001,90.867,2019-08-03,16:53,Ewallet,5.7,2019-08
459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14,Ewallet,6.4,2019-01
616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.43900000000001,702.219,2019-09-03,14:36,Credit card,9.6,2019-09
837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,6.8,2019-02
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,9.0,2019-03
257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586000000000002,348.30600000000004,2019-01-20,16:51,Ewallet,9.6,2019-01
345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197000000000001,214.137,2019-08-03,15:37,Credit card,7.7,2019-08
549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-08-03,20:15,Ewallet,7.0,2019-08
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-07-02,14:38,Credit card,6.5,2019-07
450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,8.1,2019-01
394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8,35.37200000000001,742.812,2019-03-22,19:35,Credit card,4.3,2019-03
138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,15:42,Credit card,6.5,2019-01
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.418999999999999,2019-08-01,14:11,Ewallet,9.5,2019-08
301-11-9629,Yangon,Normal,Female,Sports and travel,19.1,7,6.685000000000001,140.38500000000002,2019-01-15,10:43,Cash,9.7,2019-01
390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.107499999999998,2019-01-28,17:58,Credit card,9.5,2019-01
235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.830000000000002,290.43,2019-02-14,11:26,Credit card,8.9,2019-02
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861000000000001,144.081,2019-10-03,17:38,Credit card,6.5,2019-10
296-11-7041,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535000000000001,28.4235,2019-12-01,20:07,Credit card,5.3,2019-12
449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,11:02,Credit card,9.6,2019-03
891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,19:07,Cash,6.7,2019-01
744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603000000000001,138.663,2019-02-01,18:50,Cash,7.6,2019-02
727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5,15.902500000000002,333.9525,2019-03-16,12:43,Ewallet,4.8,2019-03
568-88-3448,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,5.5,2019-03
187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,13:47,Cash,4.7,2019-01
767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.18999999999997,2019-02-13,16:59,Cash,6.9,2019-02
710-46-4433,Mandalay,Member,Female,Food and beverages,77.4,9,34.830000000000005,731.4300000000001,2019-02-15,14:15,Credit card,4.5,2019-02
533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-07-02,20:24,Cash,6.2,2019-07
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,13:58,Cash,7.6,2019-01
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945000000000002,37.6845,2019-02-23,16:52,Credit card,7.9,2019-02
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.130000000000003,212.73000000000002,2019-03-02,15:19,Cash,4.5,2019-03
234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,12:25,Credit card,8.7,2019-03
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.790000000000001,310.59000000000003,2019-03-02,10:02,Cash,6.1,2019-03
320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,18:58,Cash,6.4,2019-03
470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5,12.835000000000003,269.535,2019-03-28,15:31,Credit card,9.1,2019-03
878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275000000000002,572.775,2019-02-03,11:22,Credit card,7.1,2019-02
440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.002500000000001,273.0525,2019-08-02,13:12,Credit card,7.7,2019-08
554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106000000000002,233.226,2019-03-22,18:33,Cash,4.5,2019-03
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-09-02,10:02,Ewallet,7.2,2019-09
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.78200000000001,2019-02-15,11:21,Cash,8.4,2019-02
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,12:10,Ewallet,5.4,2019-01
340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.20999999999998,2019-01-25,11:40,Cash,9.7,2019-01
405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,18:31,Credit card,5.5,2019-02
731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,17:58,Cash,4.6,2019-03
676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04,Cash,6.6,2019-03
502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3,9.777000000000001,205.317,2019-02-25,20:35,Credit card,6.3,2019-02
485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.61499999999998,2019-03-18,16:10,Credit card,4.2,2019-03
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-07-03,16:54,Ewallet,4.4,2019-07
701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,10:11,Ewallet,6.7,2019-03
575-67-1508,Yangon,Normal,Male,Electronic accessories,38.6,1,1.9300000000000002,40.53,2019-01-29,11:26,Ewallet,6.7,2019-01
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,20:29,Cash,8.4,2019-02
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.400000000000002,344.4,2019-02-15,12:12,Cash,6.2,2019-02
674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.98499999999999,2019-08-01,13:05,Ewallet,5.0,2019-08
305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.190000000000005,633.9900000000001,2019-12-02,16:19,Cash,6.0,2019-12
493-65-6248,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.28999999999996,2019-01-01,19:48,Credit card,7.0,2019-01
438-01-4015,Mandalay,Member,Female,Sports and travel,49.49,4,9.898000000000001,207.858,2019-03-21,15:25,Ewallet,6.6,2019-03
709-58-4068,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.44500000000005,2019-02-28,14:42,Cash,7.3,2019-02
795-49-7276,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,8.3,2019-03
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.1480000000000001,24.108,2019-01-30,20:47,Cash,4.3,2019-01
627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.95600000000001,734.0760000000001,2019-04-02,13:21,Ewallet,9.8,2019-04
686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.4700000000000006,72.87,2019-03-13,19:48,Ewallet,8.2,2019-03
510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,7.2,2019-03
608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-05-03,20:24,Ewallet,8.7,2019-05
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.25999999999999,2019-05-03,13:44,Credit card,8.4,2019-05
437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48,Ewallet,7.1,2019-02
632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368000000000002,637.7280000000001,2019-03-20,14:14,Cash,5.5,2019-03
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51,Cash,8.5,2019-01
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17,Cash,6.2,2019-01
401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.03649999999999,2019-01-21,17:36,Cash,8.9,2019-01
420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8,20.608000000000004,432.76800000000003,2019-02-02,15:47,Cash,9.6,2019-02
277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-03-02,15:53,Credit card,5.4,2019-03
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-05-01,12:40,Ewallet,9.1,2019-05
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.940000000000001,145.74,2019-01-27,19:48,Ewallet,9.0,2019-01
282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331000000000001,195.951,2019-03-25,17:53,Cash,6.3,2019-03
511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36,Credit card,9.5,2019-02
726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,9.8,2019-01
387-49-4215,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-08-01,12:50,Cash,6.7,2019-08
862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48,Credit card,7.7,2019-01
291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28,Cash,7.0,2019-03
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.784999999999999,100.48499999999999,2019-09-02,17:15,Credit card,5.1,2019-09
347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,18:03,Credit card,6.2,2019-01
209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.27749999999997,2019-05-01,17:29,Ewallet,6.1,2019-05
595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,9.3,2019-01
189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,7.6,2019-03
503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.436500000000002,429.16650000000004,2019-02-23,19:49,Credit card,8.2,2019-02
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52,Ewallet,8.5,2019-03
425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5,13.715000000000002,288.015,2019-03-29,16:48,Ewallet,9.8,2019-03
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.79749999999999,2019-01-22,20:46,Credit card,8.7,2019-01
220-28-1851,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.93299999999999,2019-01-03,18:14,Ewallet,9.7,2019-01
600-38-9738,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58000000000004,2019-01-17,15:05,Credit card,4.3,2019-01
734-91-1155,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565000000000005,143.9865,2019-03-26,10:34,Credit card,7.7,2019-03
451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23,Cash,7.3,2019-03
609-81-8548,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.87199999999999,2019-06-02,13:55,Credit card,5.9,2019-06
133-14-7229,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43,Cash,5.0,2019-01
534-01-4457,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,8.0,2019-01
719-89-8991,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,7.1,2019-02
286-62-6248,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.8420000000000005,164.68200000000002,2019-01-16,20:03,Credit card,9.0,2019-01
339-38-9982,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986000000000001,125.706,2019-01-13,14:55,Ewallet,6.7,2019-01
827-44-5872,Mandalay,Member,Female,Food and beverages,54.36,10,27.180000000000003,570.78,2019-07-02,11:28,Credit card,6.1,2019-07
827-77-7633,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,9.3,2019-02
287-83-1405,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.20899999999997,2019-12-02,19:01,Ewallet,7.0,2019-12
435-13-4908,Yangon,Member,Male,Fashion accessories,86.68,8,34.672000000000004,728.1120000000001,2019-01-24,18:04,Credit card,7.2,2019-01
857-67-9057,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475000000000001,240.975,2019-06-02,19:20,Ewallet,8.2,2019-06
236-27-1144,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.12949999999998,2019-03-26,10:31,Ewallet,8.4,2019-03
892-05-6689,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-11-03,13:28,Ewallet,6.2,2019-11
583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.834500000000001,122.52450000000002,2019-07-02,11:36,Ewallet,7.4,2019-07
339-12-4827,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.65799999999999,2019-05-01,11:32,Credit card,5.0,2019-05
643-38-7867,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-07-03,11:44,Ewallet,6.9,2019-07
308-81-0538,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,4.9,2019-02
358-88-9262,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-01-02,18:43,Ewallet,5.1,2019-01
460-35-4390,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.601999999999999,96.642,2019-01-22,11:00,Ewallet,9.1,2019-01
343-87-0864,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.67399999999999,2019-03-01,10:30,Credit card,7.1,2019-03
173-50-1108,Mandalay,Member,Female,Sports and travel,20.18,4,4.0360000000000005,84.756,2019-02-13,12:14,Credit card,5.0,2019-02
243-47-2663,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,16:43,Credit card,5.5,2019-01
841-18-8232,Mandalay,Normal,Female,Food and beverages,71.2,1,3.5600000000000005,74.76,2019-05-01,20:40,Credit card,9.2,2019-05
701-23-5550,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.7620000000000005,163.002,2019-03-19,13:40,Ewallet,4.9,2019-03
647-50-1224,Yangon,Normal,Female,Fashion accessories,29.42,10,14.710000000000003,308.91,2019-12-01,16:23,Ewallet,8.9,2019-12
541-48-8554,Yangon,Normal,Male,Sports and travel,60.95,9,27.427500000000006,575.9775000000001,2019-07-01,12:08,Credit card,6.0,2019-07
539-21-7227,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,17:45,Cash,4.2,2019-01
213-32-1216,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,10:28,Cash,7.3,2019-01
747-58-7183,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-09-02,20:31,Ewallet,6.5,2019-09
582-52-8065,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.439500000000002,513.2295,2019-02-22,10:49,Cash,8.9,2019-02
210-57-1719,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.3679999999999,2019-05-02,12:34,Cash,9.7,2019-05
399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-07-03,10:23,Credit card,8.6,2019-07
134-75-2619,Yangon,Member,Male,Electronic accessories,19.32,7,6.7620000000000005,142.002,2019-03-25,18:51,Cash,6.9,2019-03
356-44-8813,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,13:45,Credit card,7.7,2019-01
198-66-9832,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204000000000001,151.28400000000002,2019-04-02,19:38,Cash,9.5,2019-04
283-26-5248,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,4.5,2019-01
712-39-0363,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.45799999999997,2019-02-01,15:24,Ewallet,5.6,2019-02
218-59-9410,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,16:54,Ewallet,8.2,2019-03
174-75-0888,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.710999999999999,203.93099999999998,2019-03-14,12:32,Cash,7.3,2019-03
866-99-7614,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-11-02,15:42,Credit card,4.4,2019-11
134-54-4720,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.32800000000003,2019-01-30,13:58,Ewallet,5.7,2019-01
760-90-2357,Yangon,Member,Male,Electronic accessories,74.51,6,22.353000000000005,469.41300000000007,2019-03-20,15:08,Ewallet,5.0,2019-03
514-37-2845,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,13:02,Cash,9.0,2019-03
698-98-5964,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.7049999999999,2019-01-17,13:01,Credit card,6.3,2019-01
718-57-9773,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.9649999999999,2019-03-02,16:40,Credit card,9.4,2019-03
651-88-7328,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.2429999999999,2019-01-01,13:55,Cash,7.7,2019-01
241-11-2261,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-10-01,10:33,Credit card,5.5,2019-10
408-26-9866,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-02-03,16:42,Ewallet,4.1,2019-02
834-83-1826,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.510000000000005,430.71000000000004,2019-02-25,17:16,Credit card,7.6,2019-02
343-61-3544,Mandalay,Member,Male,Sports and travel,26.67,10,13.335000000000003,280.035,2019-01-29,11:48,Cash,8.6,2019-01
239-48-4278,Yangon,Member,Male,Food and beverages,10.13,7,3.5455000000000005,74.45550000000001,2019-10-03,19:35,Ewallet,8.3,2019-10
355-34-6244,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239000000000001,152.019,2019-01-13,19:55,Credit card,8.1,2019-01
550-84-8664,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,14:33,Credit card,8.6,2019-03
339-96-8318,Mandalay,Member,Male,Fashion accessories,81.31,7,28.458500000000004,597.6285,2019-01-03,19:49,Ewallet,6.3,2019-01
458-61-0011,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43,Cash,5.8,2019-02
592-34-6155,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,14:43,Ewallet,6.2,2019-01
797-88-0493,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.93399999999997,2019-03-26,13:54,Cash,7.7,2019-03
207-73-1363,Mandalay,Normal,Male,Health and beauty,69.51,2,6.9510000000000005,145.971,2019-01-03,12:15,Ewallet,8.1,2019-01
390-31-6381,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-07-01,12:37,Cash,7.3,2019-07
443-82-0585,Yangon,Member,Female,Health and beauty,77.68,4,15.536000000000001,326.25600000000003,2019-01-02,19:54,Cash,8.4,2019-01
339-18-7061,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,15:06,Credit card,8.0,2019-02
359-90-3665,Mandalay,Member,Female,Fashion accessories,18.08,4,3.6159999999999997,75.93599999999999,2019-01-14,18:03,Credit card,9.5,2019-01
375-72-3056,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459000000000001,198.639,2019-01-19,15:58,Ewallet,7.0,2019-01
127-47-6963,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.18200000000002,2019-09-03,13:53,Credit card,9.8,2019-09
278-86-2735,Yangon,Normal,Female,Food and beverages,52.34,3,7.851000000000001,164.871,2019-03-27,14:03,Cash,9.2,2019-03
695-28-6250,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-04-02,16:38,Ewallet,7.7,2019-04
379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805000000000003,625.905,2019-03-14,11:07,Cash,5.3,2019-03
227-50-3718,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-04-03,12:23,Cash,4.4,2019-04
302-15-2162,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959000000000001,293.139,2019-03-03,10:54,Credit card,4.3,2019-03
788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38,Ewallet,9.4,2019-01
560-49-6611,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.858999999999995,2019-07-02,14:13,Cash,9.8,2019-07
880-35-0356,Yangon,Member,Female,Sports and travel,75.2,3,11.280000000000001,236.88000000000002,2019-05-02,11:51,Ewallet,4.8,2019-05
585-11-6748,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.91999999999996,2019-03-15,13:05,Cash,5.3,2019-03
470-31-3286,Mandalay,Normal,Male,Health and beauty,14.82,3,2.2230000000000003,46.683,2019-01-03,11:30,Credit card,8.7,2019-01
152-68-2907,Yangon,Normal,Male,Food and beverages,52.2,3,7.830000000000002,164.43000000000004,2019-02-15,13:30,Credit card,9.5,2019-02
123-35-4896,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.93699999999995,2019-02-17,19:11,Ewallet,5.3,2019-02
